department,salary,averageMonthlyHours,projectCount,satisfaction,evaluation,yearsAtCompany,workAccident,turnover
management,low,264,6,10.0,77.0,4,0,1
IT,low,267,5,9.0,87.0,4,0,1
IT,low,277,5,86.0,84.0,5,0,1
IT,low,251,6,11.0,90.0,4,0,1
IT,low,270,2,37.0,46.0,3,0,1
IT,low,270,7,11.0,92.0,4,0,1
product_mng,low,271,5,77.0,98.0,6,0,1
product_mng,low,274,5,84.0,94.0,6,0,1
product_mng,low,268,7,10.0,84.0,4,0,1
product_mng,low,266,5,83.0,90.0,5,0,1
IT,low,289,6,11.0,79.0,4,0,1
RandD,low,264,5,86.0,92.0,5,0,1
RandD,medium,277,2,38.0,56.0,3,0,1
RandD,medium,270,5,11.0,88.0,4,0,1
RandD,medium,281,2,45.0,49.0,3,0,1
RandD,medium,265,7,10.0,85.0,4,0,1
marketing,medium,273,7,9.0,95.0,4,0,1
sales,medium,275,2,39.0,53.0,3,0,1
accounting,medium,283,2,37.0,47.0,3,1,1
support,medium,259,5,81.0,97.0,5,0,1
technical,medium,291,7,9.0,90.0,4,0,1
management,medium,275,7,10.0,88.0,4,0,1
marketing,medium,263,2,39.0,49.0,3,0,1
marketing,medium,283,4,83.0,95.0,5,0,1
marketing,high,263,2,45.0,57.0,3,0,1
sales,low,276,2,43.0,51.0,3,0,1
sales,medium,282,3,80.0,75.0,2,0,1
sales,medium,265,6,10.0,86.0,4,0,1
sales,medium,271,2,10.0,55.0,4,0,1
sales,medium,276,2,36.0,52.0,3,0,1
sales,low,275,2,38.0,50.0,3,0,1
sales,low,274,5,78.0,98.0,6,0,1
sales,low,276,2,44.0,49.0,3,0,1
sales,low,284,2,41.0,46.0,3,1,1
sales,low,286,5,72.0,85.0,6,0,1
sales,low,292,2,46.0,54.0,3,0,1
sales,low,262,7,10.0,90.0,4,0,1
sales,low,260,4,34.0,67.0,2,0,1
sales,low,260,6,11.0,89.0,5,0,1
sales,low,269,2,38.0,56.0,3,0,1
sales,low,274,5,82.0,92.0,5,0,1
sales,low,285,2,39.0,57.0,3,0,1
sales,low,270,2,44.0,53.0,3,0,1
sales,low,272,2,43.0,52.0,3,0,1
accounting,low,286,4,84.0,83.0,5,0,1
accounting,low,276,2,43.0,48.0,3,0,1
accounting,low,274,2,37.0,52.0,3,0,1
hr,low,270,4,74.0,97.0,5,0,1
hr,low,273,5,73.0,97.0,5,0,1
hr,low,273,2,37.0,47.0,3,0,1
hr,low,279,4,58.0,62.0,3,0,1
technical,medium,274,2,40.0,54.0,3,0,1
technical,medium,260,5,51.0,83.0,4,0,1
technical,medium,276,2,46.0,50.0,3,0,1
technical,medium,268,2,45.0,54.0,3,0,1
technical,medium,281,2,46.0,50.0,3,0,1
technical,medium,262,2,39.0,45.0,3,0,1
technical,medium,263,6,9.0,88.0,4,0,1
technical,medium,271,6,9.0,77.0,4,0,1
technical,medium,290,2,37.0,51.0,3,0,1
technical,medium,281,7,10.0,89.0,4,0,1
technical,medium,284,4,77.0,100.0,5,0,1
support,medium,264,5,79.0,86.0,5,0,1
support,high,295,2,43.0,55.0,3,0,1
support,low,274,2,38.0,53.0,3,0,1
support,medium,272,5,77.0,91.0,6,0,1
support,medium,294,2,44.0,50.0,3,0,1
support,medium,265,2,39.0,46.0,3,0,1
support,medium,263,5,78.0,89.0,6,0,1
support,low,267,6,10.0,79.0,5,0,1
support,low,262,5,10.0,77.0,4,0,1
support,low,269,5,75.0,85.0,5,0,1
support,low,286,6,46.0,62.0,3,0,1
technical,low,281,4,91.0,97.0,6,0,1
technical,low,297,6,10.0,92.0,4,0,1
technical,low,255,3,72.0,60.0,5,0,1
management,low,283,6,11.0,95.0,4,0,1
IT,low,302,6,11.0,94.0,4,0,1
IT,low,266,2,46.0,57.0,3,0,1
IT,low,271,2,37.0,46.0,3,0,1
IT,low,270,2,46.0,50.0,3,0,1
IT,low,272,2,43.0,57.0,3,0,1
product_mng,low,247,6,11.0,82.0,4,0,1
product_mng,low,258,5,73.0,89.0,6,0,1
product_mng,low,291,2,43.0,47.0,3,0,1
product_mng,low,273,5,86.0,100.0,5,0,1
IT,low,277,6,10.0,83.0,4,0,1
sales,low,264,2,40.0,49.0,3,0,1
sales,low,262,7,11.0,87.0,4,0,1
sales,low,278,3,86.0,98.0,5,0,1
sales,medium,270,3,42.0,100.0,3,0,1
sales,medium,278,4,79.0,84.0,5,0,1
marketing,medium,272,7,10.0,96.0,4,0,1
sales,medium,282,7,9.0,92.0,4,0,1
accounting,medium,274,6,9.0,82.0,4,0,1
support,medium,289,4,87.0,100.0,5,0,1
technical,medium,271,2,36.0,49.0,3,0,1
management,medium,283,3,42.0,75.0,4,0,1
marketing,medium,263,5,84.0,86.0,5,0,1
marketing,medium,298,6,10.0,83.0,4,0,1
marketing,medium,279,3,78.0,71.0,5,0,1
sales,medium,268,3,35.0,99.0,4,0,1
sales,high,281,7,10.0,81.0,4,0,1
sales,low,291,6,11.0,80.0,4,0,1
sales,medium,287,2,43.0,48.0,3,0,1
sales,medium,265,2,38.0,45.0,3,0,1
sales,medium,284,2,46.0,54.0,3,0,1
sales,medium,272,4,89.0,82.0,5,0,1
sales,low,258,2,45.0,50.0,3,0,1
sales,low,284,2,44.0,53.0,3,0,1
sales,low,294,5,74.0,54.0,3,0,1
sales,low,272,2,45.0,54.0,3,0,1
sales,low,290,4,79.0,93.0,5,0,1
sales,low,271,5,79.0,91.0,5,0,1
sales,low,273,6,11.0,87.0,4,0,1
sales,low,281,2,42.0,48.0,3,0,1
sales,low,273,6,64.0,90.0,2,0,1
sales,low,265,2,40.0,55.0,3,0,1
sales,low,270,5,84.0,98.0,5,0,1
sales,low,280,5,73.0,92.0,5,0,1
accounting,low,286,2,40.0,51.0,3,0,1
accounting,low,267,2,36.0,45.0,3,0,1
accounting,low,280,2,43.0,47.0,3,0,1
hr,low,277,6,11.0,78.0,4,0,1
hr,low,262,5,91.0,100.0,6,0,1
hr,low,277,5,80.0,100.0,5,0,1
hr,low,263,2,42.0,49.0,3,0,1
technical,low,276,4,31.0,87.0,3,0,1
technical,low,283,2,44.0,47.0,3,0,1
technical,medium,260,2,38.0,54.0,3,0,1
technical,medium,277,2,45.0,56.0,3,0,1
technical,medium,266,2,43.0,46.0,3,0,1
technical,medium,280,2,45.0,46.0,3,1,1
technical,medium,300,2,43.0,57.0,3,0,1
technical,medium,267,2,43.0,49.0,3,0,1
technical,medium,275,6,9.0,83.0,4,0,1
technical,medium,264,2,43.0,47.0,3,0,1
technical,medium,283,4,79.0,94.0,5,0,1
support,medium,258,3,85.0,58.0,2,0,1
support,medium,295,2,38.0,45.0,3,0,1
support,medium,271,7,11.0,92.0,4,0,1
support,high,260,5,83.0,99.0,5,0,1
support,low,277,4,81.0,91.0,5,0,1
support,medium,282,2,42.0,56.0,3,0,1
support,medium,277,6,11.0,87.0,4,0,1
support,medium,290,7,11.0,85.0,4,0,1
support,medium,284,7,10.0,89.0,4,0,1
support,low,263,5,50.0,54.0,4,0,1
support,low,264,2,44.0,49.0,3,0,1
technical,low,280,6,11.0,90.0,4,0,1
technical,low,263,2,39.0,52.0,3,0,1
technical,low,263,6,11.0,78.0,4,0,1
management,low,273,2,36.0,50.0,3,0,1
IT,low,269,2,43.0,51.0,3,0,1
IT,low,276,2,40.0,50.0,3,0,1
IT,low,278,4,86.0,84.0,6,0,1
IT,low,253,2,38.0,49.0,3,0,1
IT,low,273,2,46.0,45.0,3,0,1
product_mng,low,267,2,37.0,57.0,3,0,1
product_mng,low,288,2,43.0,52.0,3,0,1
product_mng,low,280,5,66.0,93.0,5,0,1
product_mng,low,283,2,37.0,48.0,3,0,1
IT,low,283,5,77.0,92.0,5,0,1
sales,low,287,2,38.0,55.0,3,0,1
sales,low,287,2,39.0,54.0,3,0,1
sales,low,293,2,41.0,55.0,3,0,1
sales,low,265,7,10.0,90.0,4,0,1
sales,low,254,6,9.0,93.0,4,0,1
marketing,medium,283,2,41.0,47.0,3,0,1
sales,medium,274,2,39.0,46.0,3,0,1
accounting,medium,263,4,83.0,99.0,5,0,1
support,medium,272,3,9.0,87.0,2,0,1
technical,medium,304,5,75.0,81.0,5,0,1
management,medium,290,2,44.0,54.0,3,0,1
marketing,medium,278,6,10.0,84.0,5,0,1
marketing,medium,264,2,42.0,46.0,3,0,1
marketing,medium,268,6,10.0,83.0,4,0,1
sales,medium,274,6,10.0,86.0,4,0,1
sales,medium,264,4,31.0,77.0,3,0,1
sales,medium,277,2,42.0,54.0,3,0,1
sales,high,270,2,38.0,50.0,3,0,1
sales,low,278,2,39.0,57.0,3,0,1
sales,medium,277,6,10.0,97.0,5,0,1
sales,medium,264,6,11.0,93.0,4,0,1
sales,medium,276,7,10.0,92.0,4,0,1
sales,medium,255,7,11.0,90.0,4,0,1
sales,low,271,3,44.0,65.0,4,0,1
sales,low,280,4,91.0,96.0,5,0,1
sales,low,279,4,72.0,100.0,5,0,1
sales,low,291,2,36.0,46.0,3,0,1
sales,low,276,2,44.0,57.0,3,0,1
sales,low,281,5,85.0,99.0,5,0,1
sales,low,277,5,78.0,93.0,5,0,1
sales,low,251,2,39.0,46.0,3,0,1
sales,low,273,3,78.0,81.0,2,0,1
sales,low,281,6,10.0,92.0,4,1,1
accounting,low,292,4,23.0,99.0,4,1,1
accounting,low,274,6,11.0,87.0,4,0,1
accounting,low,261,5,90.0,83.0,5,0,1
hr,low,278,4,91.0,89.0,5,0,1
hr,low,269,7,11.0,79.0,4,0,1
hr,low,282,2,43.0,54.0,3,0,1
hr,low,277,2,45.0,49.0,3,0,1
technical,low,276,5,11.0,91.0,4,0,1
technical,low,265,6,11.0,93.0,4,1,1
technical,low,276,2,43.0,50.0,3,0,1
technical,low,275,4,91.0,97.0,6,0,1
technical,medium,267,2,43.0,55.0,3,0,1
technical,medium,293,5,85.0,82.0,6,0,1
technical,medium,290,6,10.0,77.0,4,0,1
technical,medium,291,5,81.0,95.0,5,0,1
technical,medium,280,4,36.0,62.0,2,0,1
technical,medium,271,2,45.0,54.0,3,0,1
technical,medium,287,5,86.0,100.0,5,0,1
support,medium,267,4,71.0,100.0,5,0,1
support,medium,296,7,11.0,97.0,4,0,1
support,medium,282,5,84.0,93.0,5,0,1
support,medium,297,7,9.0,97.0,4,0,1
support,medium,274,2,38.0,49.0,3,0,1
support,high,291,6,15.0,55.0,4,0,1
support,low,275,7,10.0,92.0,4,1,1
support,medium,290,4,80.0,97.0,5,1,1
support,medium,273,5,84.0,97.0,5,0,1
support,medium,270,6,11.0,87.0,4,0,1
support,medium,269,3,89.0,79.0,2,0,1
technical,low,268,2,45.0,51.0,3,0,1
technical,low,296,7,11.0,93.0,4,0,1
technical,low,272,5,74.0,93.0,5,0,1
management,low,285,2,41.0,50.0,3,0,1
IT,low,283,2,44.0,53.0,3,0,1
IT,low,289,2,37.0,56.0,3,0,1
IT,low,285,6,11.0,86.0,4,0,1
IT,low,295,6,10.0,93.0,4,0,1
IT,low,290,6,70.0,74.0,3,0,1
product_mng,low,266,2,59.0,100.0,5,0,1
product_mng,low,267,2,38.0,53.0,3,0,1
product_mng,low,261,4,72.0,95.0,5,0,1
product_mng,low,260,5,73.0,100.0,5,0,1
IT,low,286,2,39.0,48.0,3,0,1
RandD,low,280,5,89.0,82.0,6,0,1
RandD,low,264,4,89.0,100.0,5,0,1
RandD,low,271,6,11.0,78.0,4,1,1
RandD,low,277,2,43.0,56.0,3,0,1
RandD,low,277,6,9.0,93.0,4,0,1
marketing,low,268,5,81.0,90.0,6,0,1
sales,low,276,2,37.0,53.0,3,0,1
accounting,medium,295,2,36.0,56.0,3,0,1
support,medium,276,6,11.0,85.0,4,0,1
technical,medium,289,6,10.0,85.0,4,0,1
management,medium,294,7,66.0,47.0,2,0,1
marketing,medium,296,2,39.0,47.0,3,0,1
marketing,medium,278,2,44.0,51.0,3,0,1
marketing,medium,281,6,10.0,84.0,4,0,1
sales,medium,264,5,79.0,94.0,6,0,1
sales,medium,284,6,10.0,81.0,4,1,1
sales,medium,276,6,54.0,94.0,3,0,1
sales,medium,272,2,37.0,47.0,3,0,1
sales,medium,281,2,37.0,57.0,3,0,1
sales,high,277,5,82.0,89.0,5,0,1
sales,low,278,2,45.0,52.0,3,0,1
sales,medium,269,5,79.0,90.0,5,0,1
sales,medium,274,2,42.0,56.0,3,0,1
sales,medium,277,6,10.0,85.0,4,0,1
sales,medium,289,6,11.0,78.0,4,0,1
sales,low,296,4,74.0,100.0,5,0,1
sales,low,281,6,10.0,93.0,4,0,1
sales,low,272,4,79.0,100.0,5,0,1
sales,low,268,2,43.0,48.0,3,0,1
sales,low,289,2,41.0,47.0,3,0,1
sales,low,278,2,39.0,55.0,3,0,1
sales,low,277,6,10.0,94.0,4,0,1
sales,low,290,5,82.0,85.0,5,0,1
accounting,low,273,2,41.0,46.0,3,0,1
accounting,low,259,2,42.0,56.0,3,0,1
accounting,low,283,4,74.0,88.0,6,0,1
hr,low,271,2,38.0,57.0,3,1,1
hr,low,265,2,39.0,56.0,3,0,1
hr,low,275,4,87.0,94.0,5,0,1
hr,low,279,5,10.0,90.0,4,0,1
technical,low,272,5,78.0,100.0,5,0,1
technical,low,266,7,14.0,73.0,5,0,1
technical,low,257,6,11.0,94.0,5,0,1
technical,low,265,5,91.0,94.0,5,0,1
technical,low,260,6,49.0,63.0,3,0,1
technical,low,259,2,38.0,47.0,3,0,1
technical,medium,282,5,82.0,97.0,5,0,1
technical,medium,274,3,38.0,88.0,4,0,1
technical,medium,291,5,89.0,100.0,5,0,1
technical,medium,283,6,11.0,79.0,4,0,1
technical,medium,280,2,37.0,51.0,3,0,1
support,medium,282,2,38.0,50.0,3,0,1
support,medium,276,5,78.0,87.0,5,0,1
support,medium,257,2,41.0,51.0,3,0,1
support,medium,283,2,41.0,51.0,3,0,1
support,medium,280,6,11.0,83.0,4,0,1
support,medium,273,6,11.0,79.0,4,0,1
support,medium,255,2,43.0,57.0,3,1,1
support,high,271,5,75.0,86.0,5,0,1
support,low,276,4,74.0,99.0,5,0,1
support,medium,276,5,85.0,85.0,5,0,1
support,medium,262,5,73.0,92.0,5,0,1
technical,medium,268,6,10.0,79.0,4,0,1
technical,medium,276,2,44.0,56.0,3,0,1
technical,low,275,3,30.0,56.0,4,1,1
management,low,283,7,11.0,77.0,4,0,1
IT,low,279,5,84.0,83.0,5,0,1
IT,low,262,5,78.0,94.0,6,0,1
IT,low,271,2,43.0,53.0,3,0,1
IT,low,267,2,36.0,55.0,3,0,1
IT,low,282,2,43.0,47.0,3,0,1
product_mng,low,282,2,45.0,46.0,3,0,1
product_mng,low,277,5,76.0,93.0,5,0,1
product_mng,low,272,7,10.0,78.0,4,0,1
product_mng,low,292,6,9.0,86.0,4,0,1
IT,low,271,5,92.0,100.0,5,0,1
sales,low,269,5,92.0,90.0,5,0,1
sales,low,281,4,79.0,98.0,5,0,1
sales,low,271,2,43.0,51.0,3,0,1
sales,low,268,4,80.0,95.0,5,0,1
sales,low,264,2,44.0,49.0,3,1,1
marketing,low,277,5,89.0,87.0,6,0,1
sales,low,265,3,48.0,88.0,3,0,1
accounting,low,263,6,11.0,82.0,4,1,1
support,low,272,2,38.0,55.0,3,0,1
technical,medium,273,6,11.0,85.0,4,0,1
management,medium,291,4,82.0,86.0,5,0,1
marketing,medium,259,2,37.0,45.0,3,0,1
marketing,medium,276,2,40.0,48.0,3,0,1
marketing,medium,276,2,43.0,47.0,3,0,1
sales,medium,260,2,44.0,50.0,3,0,1
sales,medium,285,2,42.0,56.0,3,0,1
sales,medium,291,7,11.0,80.0,4,0,1
sales,medium,275,4,78.0,87.0,5,0,1
sales,medium,282,2,46.0,86.0,4,0,1
sales,medium,271,5,77.0,91.0,6,0,1
sales,medium,277,4,83.0,82.0,5,0,1
sales,high,287,5,32.0,58.0,5,0,1
sales,low,286,5,90.0,92.0,4,0,1
sales,medium,272,2,42.0,52.0,3,0,1
sales,medium,275,6,10.0,96.0,4,1,1
sales,medium,288,6,10.0,91.0,4,0,1
sales,medium,278,2,44.0,49.0,3,0,1
sales,low,287,7,10.0,95.0,4,0,1
sales,low,265,6,11.0,80.0,4,0,1
sales,low,273,6,10.0,89.0,4,0,1
sales,low,265,2,39.0,47.0,3,0,1
sales,low,289,4,92.0,92.0,5,0,1
sales,low,279,2,43.0,56.0,3,0,1
accounting,low,270,6,11.0,89.0,4,0,1
accounting,low,263,5,81.0,100.0,5,0,1
accounting,low,272,7,11.0,85.0,4,0,1
hr,low,274,5,87.0,100.0,5,0,1
hr,low,283,2,37.0,46.0,3,0,1
hr,low,266,2,39.0,56.0,3,0,1
hr,low,286,4,61.0,86.0,4,0,1
technical,low,285,6,11.0,95.0,4,0,1
technical,low,271,7,9.0,90.0,5,0,1
technical,low,269,2,36.0,52.0,3,0,1
technical,low,274,6,9.0,94.0,4,0,1
technical,low,265,4,41.0,71.0,5,0,1
technical,low,276,2,40.0,46.0,3,0,1
technical,low,271,6,10.0,91.0,5,1,1
technical,low,259,2,46.0,53.0,3,1,1
technical,medium,276,2,39.0,57.0,3,0,1
technical,medium,272,2,41.0,50.0,3,0,1
technical,medium,257,7,10.0,94.0,4,0,1
support,medium,275,2,39.0,51.0,3,0,1
support,medium,262,5,73.0,83.0,5,1,1
support,medium,272,2,41.0,45.0,3,0,1
support,medium,254,2,37.0,51.0,3,0,1
support,medium,267,2,38.0,50.0,3,1,1
support,medium,287,5,80.0,63.0,5,0,1
support,medium,261,5,9.0,85.0,4,0,1
support,medium,273,4,85.0,92.0,5,0,1
support,medium,275,2,42.0,54.0,3,0,1
support,high,289,2,41.0,48.0,3,0,1
support,low,261,2,38.0,46.0,3,0,1
technical,medium,278,5,72.0,100.0,5,0,1
technical,medium,279,6,11.0,74.0,5,0,1
technical,medium,292,2,37.0,47.0,3,0,1
management,medium,273,6,10.0,81.0,4,0,1
IT,low,247,2,36.0,54.0,3,0,1
IT,low,276,5,92.0,94.0,5,0,1
IT,low,290,5,11.0,87.0,4,0,1
IT,low,274,2,39.0,56.0,3,0,1
IT,low,269,6,11.0,95.0,4,0,1
product_mng,low,276,2,45.0,45.0,3,0,1
product_mng,low,279,2,44.0,55.0,3,1,1
product_mng,low,277,4,85.0,97.0,6,0,1
product_mng,low,294,2,43.0,52.0,3,0,1
IT,low,273,5,75.0,86.0,5,0,1
RandD,low,264,2,11.0,55.0,3,1,1
RandD,low,256,2,36.0,50.0,3,0,1
RandD,low,261,6,10.0,79.0,4,0,1
RandD,low,283,5,74.0,89.0,5,0,1
RandD,low,272,2,40.0,46.0,3,0,1
marketing,low,280,6,9.0,77.0,4,0,1
sales,low,275,4,76.0,91.0,5,0,1
accounting,low,292,2,45.0,57.0,3,0,1
support,low,264,4,84.0,88.0,5,0,1
technical,low,274,2,38.0,45.0,3,0,1
management,low,265,2,38.0,46.0,3,0,1
marketing,medium,281,2,38.0,54.0,3,0,1
marketing,medium,279,5,86.0,94.0,5,0,1
marketing,medium,283,2,37.0,46.0,3,0,1
sales,medium,283,2,37.0,50.0,3,0,1
sales,medium,280,4,87.0,100.0,5,1,1
sales,medium,283,6,11.0,85.0,4,0,1
sales,medium,279,2,42.0,50.0,3,0,1
sales,medium,281,2,43.0,48.0,3,0,1
sales,medium,285,6,9.0,80.0,4,0,1
sales,medium,274,4,54.0,56.0,3,0,1
sales,medium,269,2,40.0,47.0,3,0,1
sales,medium,292,2,36.0,52.0,3,1,1
sales,high,286,4,87.0,90.0,5,0,1
sales,low,269,4,75.0,88.0,5,0,1
sales,medium,289,2,43.0,53.0,3,0,1
sales,medium,267,2,43.0,47.0,3,0,1
sales,medium,276,6,10.0,87.0,4,0,1
sales,medium,291,7,11.0,78.0,4,0,1
sales,low,277,2,44.0,53.0,3,0,1
sales,low,260,2,39.0,48.0,3,0,1
sales,low,257,2,40.0,55.0,3,0,1
sales,low,278,4,92.0,87.0,6,0,1
accounting,low,286,2,36.0,47.0,3,0,1
accounting,low,272,4,86.0,95.0,5,0,1
accounting,low,283,5,74.0,87.0,5,0,1
hr,low,279,3,80.0,95.0,5,0,1
hr,low,282,2,36.0,48.0,3,0,1
hr,low,281,2,42.0,57.0,3,0,1
hr,low,281,2,42.0,47.0,3,0,1
technical,low,284,2,40.0,45.0,3,0,1
technical,low,283,2,46.0,53.0,3,0,1
technical,low,279,6,9.0,90.0,4,0,1
technical,low,286,4,88.0,89.0,5,0,1
technical,low,286,6,10.0,82.0,4,0,1
technical,low,286,6,10.0,97.0,4,0,1
technical,low,292,4,11.0,93.0,3,0,1
technical,low,257,5,84.0,88.0,5,0,1
technical,low,271,2,42.0,56.0,3,0,1
technical,low,276,6,10.0,86.0,4,1,1
technical,medium,263,6,10.0,95.0,4,0,1
support,medium,269,2,46.0,54.0,3,0,1
support,medium,266,7,9.0,97.0,4,0,1
support,medium,268,4,89.0,100.0,5,0,1
support,medium,290,4,82.0,100.0,6,0,1
support,medium,253,6,11.0,89.0,4,0,1
support,medium,266,5,81.0,84.0,5,0,1
support,medium,266,5,81.0,94.0,6,0,1
support,medium,261,4,77.0,100.0,6,0,1
support,medium,281,3,63.0,94.0,2,0,1
support,medium,270,2,40.0,57.0,3,0,1
support,medium,282,4,86.0,100.0,6,0,1
technical,high,271,2,37.0,49.0,3,0,1
technical,low,264,2,44.0,50.0,3,0,1
technical,medium,279,5,74.0,89.0,6,0,1
management,medium,274,4,79.0,100.0,5,1,1
IT,medium,261,6,9.0,92.0,4,0,1
IT,medium,272,2,37.0,48.0,3,0,1
IT,low,271,6,9.0,78.0,4,0,1
IT,low,264,6,9.0,84.0,4,0,1
IT,low,277,7,10.0,80.0,5,0,1
product_mng,low,276,2,45.0,56.0,3,0,1
product_mng,low,266,2,40.0,51.0,3,0,1
product_mng,low,263,6,31.0,95.0,5,0,1
product_mng,low,277,2,70.0,93.0,3,0,1
IT,low,279,2,36.0,48.0,3,0,1
RandD,low,274,6,34.0,97.0,5,1,1
RandD,low,271,5,87.0,83.0,5,0,1
RandD,low,281,6,11.0,91.0,4,0,1
RandD,low,278,4,47.0,81.0,3,0,1
RandD,low,284,2,43.0,52.0,3,0,1
marketing,low,276,2,43.0,47.0,3,0,1
sales,low,270,2,45.0,57.0,3,0,1
accounting,low,279,5,74.0,100.0,5,0,1
support,low,262,6,10.0,89.0,4,1,1
technical,low,279,5,78.0,87.0,5,0,1
management,low,278,5,90.0,95.0,3,0,1
marketing,low,276,6,53.0,95.0,4,0,1
marketing,low,276,2,45.0,54.0,3,0,1
marketing,medium,287,4,86.0,83.0,5,0,1
sales,medium,275,4,74.0,89.0,5,0,1
sales,medium,272,6,9.0,79.0,4,0,1
sales,medium,265,5,80.0,95.0,5,0,1
sales,medium,281,2,46.0,53.0,3,0,1
sales,medium,279,5,86.0,95.0,6,0,1
sales,medium,271,4,86.0,95.0,5,0,1
sales,medium,272,4,90.0,91.0,5,0,1
sales,medium,288,5,87.0,88.0,6,0,1
sales,medium,284,4,83.0,94.0,5,0,1
sales,medium,259,4,77.0,83.0,5,0,1
sales,medium,279,4,77.0,100.0,5,0,1
sales,high,283,5,90.0,86.0,5,0,1
sales,low,292,4,73.0,92.0,5,0,1
sales,medium,266,4,91.0,90.0,5,0,1
sales,medium,270,2,36.0,53.0,3,0,1
sales,medium,278,2,38.0,54.0,3,0,1
sales,medium,278,2,44.0,46.0,3,0,1
sales,low,284,5,73.0,100.0,5,0,1
sales,low,274,5,89.0,91.0,5,0,1
accounting,low,277,6,11.0,77.0,4,0,1
accounting,low,279,7,10.0,77.0,4,0,1
accounting,low,278,2,37.0,46.0,3,0,1
hr,low,262,2,38.0,48.0,3,0,1
hr,low,266,2,42.0,48.0,3,0,1
hr,low,268,2,44.0,46.0,3,0,1
hr,low,263,6,11.0,83.0,4,0,1
technical,low,289,7,9.0,97.0,4,0,1
technical,low,277,2,43.0,47.0,3,0,1
technical,low,277,2,38.0,52.0,3,0,1
technical,low,273,6,11.0,89.0,4,0,1
technical,low,292,2,37.0,49.0,3,0,1
technical,low,274,2,44.0,57.0,3,0,1
technical,low,270,5,72.0,82.0,5,0,1
technical,low,260,7,10.0,91.0,4,0,1
technical,low,274,5,73.0,86.0,5,0,1
technical,low,277,7,9.0,82.0,4,0,1
technical,low,274,2,44.0,46.0,3,0,1
support,low,271,6,9.0,82.0,4,0,1
support,medium,257,6,10.0,87.0,4,0,1
support,medium,278,6,11.0,86.0,4,0,1
support,medium,267,2,42.0,46.0,3,0,1
support,medium,276,6,9.0,85.0,4,0,1
support,medium,283,5,72.0,88.0,5,0,1
support,medium,288,4,75.0,97.0,5,0,1
support,medium,281,2,44.0,50.0,3,0,1
support,medium,284,6,11.0,91.0,4,0,1
support,medium,279,2,38.0,47.0,3,0,1
support,medium,295,2,39.0,57.0,3,0,1
technical,medium,277,7,10.0,90.0,4,0,1
technical,medium,286,2,43.0,52.0,3,0,1
technical,high,268,2,39.0,57.0,3,0,1
management,low,286,4,88.0,87.0,6,0,1
IT,medium,273,7,10.0,85.0,4,0,1
IT,medium,272,5,10.0,89.0,4,0,1
IT,medium,271,6,11.0,93.0,4,0,1
IT,medium,274,2,37.0,47.0,3,0,1
IT,low,279,2,37.0,48.0,3,0,1
product_mng,low,279,4,77.0,87.0,4,0,1
product_mng,low,281,5,91.0,94.0,6,0,1
product_mng,low,263,2,46.0,51.0,3,0,1
product_mng,low,276,6,11.0,87.0,4,0,1
IT,low,275,5,86.0,91.0,5,0,1
sales,low,259,5,87.0,88.0,6,0,1
sales,low,277,6,9.0,92.0,5,0,1
sales,low,295,2,42.0,46.0,3,0,1
sales,low,278,4,82.0,83.0,5,1,1
sales,low,279,2,46.0,48.0,3,0,1
marketing,low,283,5,88.0,100.0,6,0,1
marketing,low,262,6,10.0,91.0,4,0,1
sales,low,279,2,43.0,45.0,3,0,1
accounting,low,260,2,37.0,49.0,3,0,1
support,low,269,5,80.0,95.0,5,0,1
technical,low,295,5,83.0,95.0,5,0,1
management,low,281,2,39.0,57.0,3,0,1
marketing,low,273,5,77.0,92.0,5,0,1
marketing,low,278,2,43.0,46.0,3,0,1
marketing,low,275,4,79.0,96.0,5,0,1
sales,medium,268,2,39.0,55.0,3,1,1
sales,medium,274,7,10.0,88.0,4,0,1
sales,medium,283,2,39.0,53.0,3,0,1
sales,medium,275,6,11.0,89.0,4,0,1
sales,medium,261,2,40.0,51.0,3,0,1
sales,medium,273,2,42.0,52.0,3,1,1
sales,medium,272,4,57.0,85.0,2,1,1
sales,medium,288,7,11.0,95.0,5,0,1
sales,medium,277,4,36.0,73.0,2,0,1
sales,medium,277,7,11.0,94.0,4,0,1
sales,medium,272,6,35.0,80.0,2,0,1
sales,medium,270,5,78.0,99.0,5,0,1
sales,high,278,7,11.0,93.0,4,0,1
sales,low,273,6,10.0,96.0,4,0,1
sales,medium,255,2,42.0,54.0,3,0,1
sales,medium,276,2,43.0,50.0,3,1,1
sales,medium,265,5,79.0,84.0,5,0,1
sales,medium,294,2,45.0,45.0,3,0,1
sales,low,287,6,9.0,91.0,4,0,1
accounting,low,248,6,11.0,91.0,4,0,1
accounting,low,264,2,45.0,49.0,3,0,1
accounting,low,277,6,11.0,91.0,4,0,1
hr,low,266,6,9.0,80.0,4,0,1
hr,low,283,4,78.0,71.0,3,0,1
hr,low,274,2,38.0,50.0,3,1,1
hr,low,286,4,82.0,82.0,5,0,1
technical,low,265,4,85.0,89.0,5,0,1
technical,low,293,2,45.0,46.0,3,0,1
technical,low,274,5,77.0,89.0,5,0,1
technical,low,280,2,39.0,50.0,3,0,1
technical,low,276,4,91.0,90.0,5,0,1
technical,low,279,6,11.0,77.0,4,0,1
technical,low,284,2,46.0,45.0,3,0,1
technical,low,277,2,43.0,49.0,3,0,1
technical,low,259,6,11.0,96.0,4,1,1
technical,low,274,6,10.0,93.0,4,0,1
